86;6364,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
83;6142,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
83,8;6201,2;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
87,4;6467,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
97,7;7229,8;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
92,3;6830,2;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
89,1;6593,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
87,4;6467,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
87,2;6452,8;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
91,3;6756,2;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
98,6;7296,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
90,4;6689,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
90;6660,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
90,1;6667,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
89,1;6593,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
90,9;6726,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
95,9;7096,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
100;7400,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
105;7770,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
112;8288,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
109;8066,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
95;7030,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
92,2;6822,8;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
91,6;6778,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
84,9;6282,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,5;6105,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,5;6105,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,6;6038,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,1;6001,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,7;6045,8;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,3;6090,2;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,8;6127,2;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
83;6142,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,9;6134,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,8;6053,2;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,1;6001,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,8;6053,2;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,9;6060,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,4;6023,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,6;6038,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,4;6023,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,6;6038,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81;5994,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,1;6001,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,5;6031,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,2;6008,8;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,7;6045,8;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,4;6097,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,4;6097,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,3;6090,2;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
83,9;6208,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,3;6090,2;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
80,2;5934,8;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,2;6082,8;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
80,6;5964,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
80,3;5942,2;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
80,5;5957,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,7;6045,8;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,2;6008,8;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
80;5920,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,6;6038,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,5;6031,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
80,9;5986,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,1;6001,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
80;5920,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,6;6038,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
78,8;5831,2;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,6;6038,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,4;6023,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,3;6090,2;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
80,8;5979,2;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
80,5;5957,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,4;6097,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
80,9;5986,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,4;6023,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,2;6008,8;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
80,5;5957,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,5;6105,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,3;6016,2;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,7;6045,8;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,1;6075,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,2;6008,8;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
80,5;5957,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,3;6016,2;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,2;6082,8;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,4;6023,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,5;6031,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
80,8;5979,2;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,7;6045,8;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,4;6097,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,2;6082,8;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,6;6038,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,6;6038,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,5;6031,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,6;6112,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,4;6097,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,4;6023,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,1;6075,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
83,2;6156,8;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,4;6097,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,5;6031,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,7;6045,8;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
80,9;5986,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,6;6112,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,2;6008,8;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,2;6008,8;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,1;6075,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
83,7;6193,8;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82;6068,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,5;6105,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,3;6090,2;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
83,6;6186,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
84,9;6282,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,7;6119,8;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,1;6075,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,6;6112,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,4;6097,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,6;6038,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
83,1;6149,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
83,1;6149,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,7;6119,8;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,6;6112,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
83;6142,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82;6068,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
83,1;6149,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
81,5;6031,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
83,6;6186,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,9;6134,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
83,5;6179,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,1;6075,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,3;6090,2;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
83,1;6149,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,9;6134,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,8;6127,2;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,2;6082,8;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
83,2;6156,8;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,6;6112,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
83,6;6186,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
83,3;6164,2;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,7;6119,8;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,3;6090,2;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,4;6097,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
83,1;6149,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,4;6097,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,9;6134,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,9;6134,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
84,1;6223,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,7;6119,8;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,5;6105,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
83,1;6149,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,7;6119,8;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,4;6097,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
83,5;6179,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
83,1;6149,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
85,5;6327,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,6;6112,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,6;6112,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,5;6105,0;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,9;6134,6;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
84,1;6223,4;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
82,2;6082,8;['cf97', 'cf8d', 'ceae', 'ceaf', 'ceae', 'cea8']
